product_id,product_name,brand_name,price_usd,primary_category,secondary_category,tertiary_category,sephora_exclusive,product_rating,loves_count,author_id,review_rating,is_recommended,helpfulness,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,year,month,day_name
P455924,The Eye Concentrate Cream,La Mer,260.0,Skincare,Eye Care,Eye Creams & Treatments,0,4.054,16236,2289042903,3.0,0.0,1.0,2023-01-02,I have dry skin especially my under my eyes area and it feels amazing on my skin  leaving my eyes hydrated and bright. I have been using it for 2 weeks and it has helped a little with my dark circles. It’s a luxury eye cream. The only thing I didn’t like very much personally was the smell. It smells like if the product was old or like expired.,Very hydrated,lightMedium,brown,combination,,2023,1,Monday
P500718,Smart Clinical Repair Wrinkle Correcting Cream,CLINIQUE,68.0,Skincare,Moisturizers,Moisturizers,0,4.178,1237,9959130166,5.0,1.0,0.0,2022-09-08,"Tried for a few days and the results are very fast working, wrinkles minimize amazing, very gentle with my skin, definitely will buy it again.",Works immediately,tan,brown,oily,brown,2022,9,Thursday
P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.363,282865,2510614600,5.0,,,2014-04-18,I love that this cleanser does NOT leave my skin feeling dry. It completely removes even the most stubborn mascara (multiple coats!) and lipstick!!!! It’s a MUST HAVE!!!,Best cleanser!!,,,,,2014,4,Friday
P422510,Mini Ultra Facial Moisturizing Cream with Squalane,Kiehl's Since 1851,24.0,Skincare,Mini Size,,0,4.447,31687,31850361089,5.0,1.0,,2021-06-28,This cream is helping my skin a lot in this dry summer.  My skin feels more hydrated and healthier.,Soft skin,light,brown,dry,brown,2021,6,Monday
P462347,E-Rase Milki Micellar Water Mini,Drunk Elephant,14.0,Skincare,Mini Size,,0,4.281,19854,8119647818,5.0,1.0,,2020-09-07,"I love how silky this product feels. I use this once I take off my makeup with a makeup remover wipe. It really makes takes away left over makeup, dirt and oil. All while leaving a moisturizing feeling afterwards. Amazing!",Great!,medium,brown,combination,black,2020,9,Monday
P4010,AHA/BHA Exfoliating Cleanser,Murad,46.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.498,54926,2775047039,5.0,1.0,1.0,2020-11-25,My favorite cleanser. I use this 2-3 times a week and it work wonders for my skin,,fair,blue,dry,blonde,2020,11,Wednesday
P6028,Gentle Buffing Cream,Caudalie,35.0,Skincare,Cleansers,Exfoliators,0,4.305,8817,27466279827,5.0,1.0,1.0,2020-08-16,"I have very sensitive skin, and this works wonders. The cream is abrasive enough to cleanse my face without causing redness or irritation.",Excellent for sensitive skin,fair,green,dry,brown,2020,8,Sunday
P454794,Mini The Water Cream,Tatcha,22.0,Skincare,Mini Size,,1,4.025,23723,11791067551,5.0,1.0,,2018-04-27,"“Nnnnngh.“-- Me the first time using this cream. Feels amazing on my skin, smells like a dream, makes me feel like royalty. AND the jar is adorable. What else could you want?",Dreamy,fairLight,green,combination,blonde,2018,4,Friday
P482320,Mini Glowscreen Sunscreen SPF 40 PA+++ with Hyaluronic Acid + Niacinamide,Supergoop!,22.0,Skincare,Sunscreen,Face Sunscreen,1,3.966,64624,1813142672,5.0,1.0,,2020-04-15,Super nourishing and dewy product! I have been using this in lieu of foundation for my wfh morning routine.,So worth it!,lightMedium,hazel,combination,brown,2020,4,Wednesday
P34402,Acne Control Clarifying Body Spray,Murad,48.0,Skincare,Treatments,Blemish & Acne Treatments,0,4.29,16688,1651478437,5.0,,,2010-02-23,"I absolutely love how I can spray this product wherever I need to. I have particularly problematic back acne, so this spray allows me to deliver an acne treatment to where I need it without asking another person for help or resulting to contortionist-type maneuvers. Once I spray it on, I can tell that’s it’s working by the tingling sensation that goes over my skin.",Amazing,light,,oily,,2010,2,Tuesday
P411365,Retinol Youth Renewal Serum,Murad,92.0,Skincare,Treatments,Face Serums,0,4.588,38145,1065351433,4.0,1.0,,2019-04-27,Wish it were cheaper but does the job and smells awesome!  My skin is really soft now too!,,fair,hazel,combination,brown,2019,4,Saturday
P415747,Brazilian Kiss Cupuaçu Lip Butter,Sol de Janeiro,18.0,Skincare,Lip Balms & Treatments,,1,4.13,118586,8505348555,5.0,1.0,,2019-03-24,"Literally in love with the product, it’s amazing!!!!! Gave me full and repaired lips in a matter of hours after trying it for the first time!",love it!!!,light,hazel,combination,blonde,2019,3,Sunday
P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.211,404142,7456778016,2.0,0.0,0.91,2020-09-01,"really loved this as my morning cleanser for awhile until i realized it was causing my breakouts. there is absorbic acid (vitamin c) added which i didn’t notice until after i checked the ingredients which can cause breakouts for some but is good for others. a lot of our skin naturally produces enough vitamins (like C/E) already, so when we add more on top it can throw the balance off, causing breakouts. just something to be aware of with skincare. depends on your skin type!",Vitamin C Breakout,lightMedium,hazel,combination,brown,2020,9,Tuesday
P421996,Ultra Facial Moisturizing Cream with Squalane,Kiehl's Since 1851,78.0,Skincare,Moisturizers,Moisturizers,0,4.447,201776,1111287937,5.0,1.0,1.0,2022-12-01,"This may be considered a “cream“, but for my oily, sensitized skin, it works.  It’s not heavy and does not feel greasy.  Absorbs quickly and no scent. It definitely helps with the flakiness that Retin-A brings, along with days that my skin just feels more thirsty.",New staple,light,brown,oily,blonde,2022,12,Thursday
P474117,Mini TL Advanced  Tightening Neck Cream PLUS for Firming & Brightening,StriVectin,15.0,Skincare,Moisturizers,Decollete & Neck Creams,0,4.039,7539,28179076576,5.0,1.0,,2021-07-23,"I’m in my 30’s now and admittedly starting to get conscious about my neck lines. I noticed some tightening with just a few uses. I’m gonna continue using to see how this works with my neck lines, but so far so good! I’m liking this a lot!",,mediumTan,brown,combination,black,2021,7,Friday
P469502,Skin Perfecting 2% BHA Liquid Exfoliant,Paula's Choice,34.0,Skincare,Cleansers,Exfoliators,0,4.44,275846,11070982526,5.0,1.0,0.67,2021-12-25,"I love this product, I have acne prone skin and this really helps control break outs. This also helped significantly reduce the sebaceous filaments on my nose (which I mistakenly thought were blackheads). I use this once daily in the morning and apply Paula’s choice niacinamide after, along with moisturizer and SPF.",,light,brown,oily,brown,2021,12,Saturday
P504595,Mini Rice Wash Skin-Softening Cleanser,Tatcha,18.0,Skincare,Mini Size,,1,4.502,5450,1397331612,5.0,1.0,0.5,2020-08-27,"I received this product complimentary on Influenster and let me tell youuuuuu, it did not disappoint. I loved it. So much, I would pay for it. THAT’s how good it is. You only need a little tiny pea sized amount and that is more than enough to cover your whole face. It leaves you glowing and godlike. Highly recommend!",,medium,green,combination,brown,2020,8,Thursday
P456395,Volcanic Clusters Pore Clearing Toner,innisfree,22.0,Skincare,Cleansers,Toners,1,4.566,12712,11091655516,5.0,1.0,0.8,2020-05-13,I love this toner I’m never going back to the Thayers Toner,,mediumTan,brown,combination,,2020,5,Wednesday
P248404,Pure Skin Face Cleanser,First Aid Beauty,24.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.374,146805,24814380293,5.0,1.0,,2022-06-29,"Been using this for three years, makes my skin feel amazing! Washes off all makeup and doesn’t irritate my sensitive, acne prone skin. Little goes a long way!",worth it!,fairLight,blue,oily,brown,2022,6,Wednesday
P432829,Adaptogen Deep Moisturizing Cream with Ashwagandha + Reishi,Youth To The People,58.0,Skincare,Moisturizers,Moisturizers,0,4.366,104812,5236605247,1.0,0.0,0.93,2020-12-12,"I have friends that adore this moisturizer, but it dried me out! It didn’t irritate my skin, or cause any break outs, just left my skin feeling tight and dry. I have combo skin that gets the occasional cystic acne around my jaw during my time of the month. Was hoping to find a good moisturizer for the winter but this seems to do the opposite.",Left skin feeling tight,fair,green,combination,blonde,2020,12,Saturday
P453826,Rénergie Lift Multi-Action Ultra Dark Spot Correcting Cream SPF 30,Lancôme,135.0,Skincare,Moisturizers,Moisturizers,0,4.691,8888,24835069731,5.0,1.0,1.0,2020-01-06,"I needed something for a sunscreen and my dark spots, So I got this product and for helping with the dark spots it works very well. It has a great smell and it doesn’t leave you feeling all clammy. I also notice that my crows feets on my eyes are also clearing up.",Dark Spot Correcting,medium,green,combination,auburn,2020,1,Monday
P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0,Skincare,Cleansers,Face Wash & Cleansers,1,4.496,0,5665735474,5.0,1.0,1.0,2020-05-27,I’ve only used it this past week and I already know this is going to be a staple in my skincare. I love the feel of this on the skin and the result after. I have dry skin and this doesn’t feel like it strips my skin like other cleansers do. I also really enjoy the scent.,,fair,blue,dry,brown,2020,5,Wednesday
P164932,Minted Rose Lip Balm,Rosebud Perfume Co.,8.0,Skincare,Lip Balms & Treatments,,0,4.523,34913,5525129531,5.0,,,2013-04-22,Great for cold and windy days kept my lips protected without being sticky!,Must have in the North,,,normal,,2013,4,Monday
P455927,Mini Retinol Reform,Shani Darden Skin Care,30.0,Skincare,Mini Size,,1,4.257,12100,2120230468,5.0,1.0,0.91,2020-04-07,"I love this serum! I started using it and within days my skin was silkier and the texture smoother. I never had an issue with my skin getting irritated and dry while using it, it just seems like a gentle and hydrating serum with serious power. The smell isn’t great but I really don’t care about that at all, considering it makes my skin look so good.",,deep,brown,combination,black,2020,4,Tuesday
P431848,Cold Plunge Pore Mask,OLEHENRIKSEN,41.0,Skincare,Masks,Face Masks,1,4.534,102859,5631500289,3.0,0.0,1.0,2019-11-14,"I ordered the sample size, and after one use I was not impressed. It just didn’t win me over like other ole products have. I didn’t notice any significant improvement to my pores. The pigment is very bright which I don’t particularly like in a face product. The only good thing about it is that it truly does have a relaxing, cooling effect. If all you want is that sensation, go ahead and try it. But in my opinion, it did not benefit my skin at all and I will not be repurchasing.","Relaxing and cooling, but not impressed w/ results",medium,hazel,normal,brown,2019,11,Thursday
P455368,15% Vitamin C and EGF Brightening Serum,The INKEY List,15.99,Skincare,Treatments,Face Serums,1,3.945,87389,29762368967,2.0,0.0,1.0,2022-05-28,"Didn’t improve my skin, felt like it was doing nothing.",,light,brown,combination,black,2022,5,Saturday
P400207,Blue Tansy BHA and Enzyme Pore Refining Mask,Herbivore,50.0,Skincare,Masks,Face Masks,1,4.245,126177,6241451694,5.0,1.0,,2018-08-01,"I struggle with cystic acne and my skin is textured, but this mask is the only mask that has consistently cleared my acne, smoothed my skin and evened my skin tone! Also the SMELL is FABULOUS - my fave!!",HOLY GRAIL!!,mediumTan,brown,combination,black,2018,8,Wednesday
P467038,Retinol Eye Stick,Peace Out,28.0,Skincare,Eye Care,Eye Creams & Treatments,1,4.206,136726,23157398781,5.0,1.0,,2021-04-05,Very nice eye stick. I liked the idea of it as it is so unique! Truly loved it and would recommend it.,Lovely eye cream1,fairLight,brown,combination,brown,2021,4,Monday
P94421,Vinoperfect Radiance Dark Spot Serum Vitamin C Alternative,Caudalie,82.0,Skincare,Treatments,Face Serums,0,4.244,166423,1790594663,2.0,,0.07,2012-07-10,"For a moisturizer, try the new DiorSnow products.For a mask (quick fix brightening), try Steep Clean mask by Bliss.THOSE are good products.","makes skin healthy, BUT doesn't improve radiance",,,normal,,2012,7,Tuesday
P455611,Clearly Corrective Dark Spot Solution Duo,Kiehl's Since 1851,125.0,Skincare,Value & Gift Sets,,1,3.848,10273,21758518506,3.0,0.0,,2022-02-01,"In using this Dark Spot Solution, it seems to work about the way any dark corrector works. It does what it says, though of course, much more time is needed in order to truly see any benefits of the product. I have used it in conjunction with my normal skincare regimen, though I use it first after I’ve used my toning product (usually hyaluronic/aha/bha toning pads.It’s a thin serum, so that feels odd, and it has a sort of weirdly water-like textured feel to it. Other than that, it was fine. There are just cheaper alternatives that work as well- if not better than this. I definitely would not purchase this because it’s just too expensive, and the results are the same with other cheaper alternatives.","Eh, But Pricey, with Cheaper Alternatives",tan,brown,combination,brown,2022,2,Tuesday
P475124,The Hydrating Infused Emulsion,La Mer,125.0,Skincare,Moisturizers,Mists & Essences,0,4.622,8930,1595065359,5.0,1.0,,2021-09-28,I used this emulsion before my moisturizer and it soaked into my skin quickly. I really like the lightweight texture; it doesn’t leave my skin too shiny or oily. I could tell my complexion was hydrated all day!,Hydrating & Glowy!,light,blue,combination,blonde,2021,9,Tuesday
P484080,Mini Faded Serum for Dark Spots & Discoloration,Topicals,18.0,Skincare,Treatments,Face Serums,0,3.663,93075,26189528580,4.0,1.0,0.92,2022-07-27,This serum faded my hyperpigmentation considerably over the course of 2 months. I’ve found that consistency and patience are key when using this! It’s also been amazing with overall skin texture.,,rich,brown,combination,black,2022,7,Wednesday
P472021,Mochi Mochi Luminous Plumping & Hydrating Moisturizer,DAMDAM,48.0,Skincare,Moisturizers,Moisturizers,1,4.669,14376,7407553401,5.0,1.0,,2022-04-14,"I reaaaaally like this moisturizer!!! My skin can get really dry in certain places, especially my forehead, and it makes wrinkles look more defined. The plumping feature of this really helped fill out and moisturize my dry areas. I love it!",,fair,green,combination,brown,2022,4,Thursday
P465752,Mini Protini Polypeptide Moisturizer,Drunk Elephant,22.0,Skincare,Mini Size,,0,3.805,52282,2002958669,2.0,0.0,1.0,2021-08-03,Usually a huge fan of all drunken elephant line - but this one fell short for me. This left my skin feeling more dry and exaggerated the fine lines.,Disappointing,light,hazel,dry,blonde,2021,8,Tuesday
P436353,Mini Rose & Hyaluronic Acid Deep Hydration Toner,fresh,26.0,Skincare,Mini Size,,0,4.125,65185,23185848083,2.0,0.0,0.4,2022-08-17,"did nothing for my skin. i used it for 3 months straight. hydrated a little bit(only after application) but no other benefits. in fact, i think it made my skin worse. a cheap cream might hydrate your skin better than this.",save your money,lightMedium,brown,combination,brown,2022,8,Wednesday
P446930,Cream Skin Toner & Moisturizer,LANEIGE,33.0,Skincare,Moisturizers,Moisturizers,1,4.448,143173,8270890040,5.0,1.0,1.0,2023-03-01,I’ve been using this product for about three weeks and I’ve seen such a huge difference in my skin. I have really dry skin during winter and this has made my skin so hydrated and smooth. Definitely will repurchase.,Will repurchase,lightMedium,brown,dry,brown,2023,3,Wednesday
P503827,Midnight Ritual Retinol Renewal Serum,Summer Fridays,69.0,Skincare,Treatments,Face Serums,0,4.759,14766,5262922322,5.0,1.0,1.0,2023-01-29,"I have only been using this for a couple weeks, so it’s not enough time to see any anti-aging benefits. I can say that this hasn’t caused any sensitivity in my skin. That’s been a real issue for me lately. I had to stop using retinol products for a while because my skin was so dehydrated and sensitive, but this doesn’t seem to bother my skin. If you are used to using strong retinol products, this might not be strong enough for you, but I’d say this would be great for beginners.",Great for sensitive skin,light,brown,combination,,2023,1,Sunday
P426183,Mini Facial Treatment Essence (Pitera Essence),SK-II,99.0,Skincare,Moisturizers,Mists & Essences,0,4.081,49032,8978627454,3.0,0.0,,2021-05-27,"I really want to like this product but I just don’t...I didn’t really feel like it did anything to benefit my skin and that’s after I’ve been using it for more than 2 weeks. It was easy to apply and didn’t have any fragrance that I noticed, which is nice in a skincare product, but other than that I can’t really say anything about it. If it was helping my skin it didn’t show any outward improvements, if anything I broke out more while using this product. Overall it’s a fine product but I don’t really feel or see any improvements after using it.",,fairLight,blue,combination,blonde,2021,5,Thursday
P443845,Hyaluronic Acid Hydrating Serum,The INKEY List,9.99,Skincare,Treatments,Face Serums,1,4.407,169217,21057127463,3.0,1.0,0.67,2021-11-06,"I prefer this over The Ordinary. It doesn’t pill, which was my biggest issue with TO. But there seem to be some product inconsistencies. The serum in my most recent bottle is very watery compared to my last bottle.",,light,brown,normal,black,2021,11,Saturday
P431180,Self Tanning Bronzing Face Drops,Isle of Paradise,32.0,Skincare,Self Tanners,For Face,1,3.955,209716,6668624911,5.0,1.0,0.5,2018-12-12,"I have light/medium skin tone that tans pretty well in the sun, but it fades as soon as fall/winter comes along so I’ve been wanting to try a self tanner forever now",in love!,lightMedium,blue,combination,brown,2018,12,Wednesday
P270594,Vitamin Enriched Face Base Priming Moisturizer,Bobbi Brown,66.0,Skincare,Moisturizers,Moisturizers,0,4.606,171118,21980042674,5.0,1.0,,2019-04-07,"Great product! First, I noticed the awesome smell. Very refreshing scent, almost a lemony or citrus smell. I have extremely dry skin and it feels very creamy and hydrating on my skin. It also makes my skin appear very fresh and shiny. I love the way it looks! I will definitely be purchasing **I have received this product complimentary from influenster for testing purposes**",,lightMedium,hazel,dry,brown,2019,4,Sunday
P297524,Clear Improvement Active Charcoal Mask to Clear Pores,Origins,17.0,Skincare,Masks,Face Masks,0,4.329,194892,7615935898,5.0,1.0,1.0,2020-05-13,"My skin always felt amazing after using this, and I feel like it helped out with breakouts as well! It cleared them up while smoothing out the rest of my skin. This is a great charcoal mask, my favorite by far.",Clears Breakouts,light,green,combination,brown,2020,5,Wednesday
P426501,Mini Crème de la Mer Moisturizer,La Mer,100.0,Skincare,Mini Size,,0,4.057,18102,1321693068,1.0,0.0,0.36,2019-08-13,You’d get more moisturization out of the cream filling in an Oreo. Overpriced garbage.,don’t waste your money,fair,blue,combination,brown,2019,8,Tuesday
P203616,Glycol Lactic Radiance Renewal Mask,REN Clean Skincare,58.0,Skincare,Masks,Face Masks,0,4.402,58212,2412080100,5.0,,,2013-06-28,I got a sample of this and I’m in love. I bought several other REN face products because my skin is suddenly dry and flakey. This helped to remove most of my dry and dead skin. I will be purchasing it next time I visit.,Works great!,,,,,2013,6,Friday
P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Skincare,Lip Balms & Treatments,,1,4.351,1081315,21536948150,5.0,1.0,,2019-05-16,"Picked this up the other day at my Sephora store. Have been using it for a couple nights and it has become a favorite! I have it on my nightstand along with the applicator and a mini mirror. I put it on right before I sleep. It feels heavy but not like aquaphor heavy, it’s a pleasant feeling. When waking up I find my lips are very moisturized and not dry. Would recommend to anyone!",Staple in my night routine!,lightMedium,brown,combination,brown,2019,5,Thursday
P397890,Original Skin Retexturizing Mask with Rose Clay,Origins,32.0,Skincare,Masks,Face Masks,0,4.621,103131,22173199995,5.0,1.0,0.0,2019-06-29,"made my skin smooth and helped with small bumps on my forehead, one of my new favourite masks",,tan,brown,combination,black,2019,6,Saturday
P394639,The True Cream Aqua Bomb,belif,38.0,Skincare,Moisturizers,Moisturizers,0,4.484,265050,10948128385,5.0,1.0,,2017-09-24,"*Longish Review*Okay,  at first I got this as a free sample, and I wasnt too sure it was going to work on me.  My skin  is very random.  I usually have combo skin,  but sometimes I have dry,  patchy  skin around my T zone.  I’ve  been trying different moisturizers left and right. i even tried essential oils, but those left my face too greasy.  Once I tried this product,  it worked instantly.  my skin soaked it up. I had put it on before bed,  and I woke up with no more dry skin. I ran out of the sample,  and I immediately went to the Sephora website and ordered the Aqua Favorites,  which comes with a full size Aqua Bomb, a mini Water Essence,  and a mini Peat Eye Cream.  Which is a great deal.  Anyways, while I was waiting for my order to be delivered my skin was so dry, I kid you not. My nose area tends too get super  patchy and dry.  I had to make do with grapeseed oil as a moisturizer, meanwhile. Even my boyfriend  noticed a huge difference when I used the aqua bomb,  he said my face looked more hydrated lol!I love the smell,  it smells clean and fresh.  Its very light. I use it before bed,  and before I put on my makeup.  I do highly recommend this product! :)",LOVE LOVE LOVE!,lightMedium,brown,combination,brown,2017,9,Sunday
P500701,Advanced Night Repair Eye Gel-Cream,Estée Lauder,72.0,Skincare,Eye Care,Eye Creams & Treatments,0,4.349,10521,6890719672,4.0,1.0,,2022-06-29,"love the feel of this product and the way it leaves my skin feeling. It is smooth without being to heavy or oily. Not stinging or irritation around my eyes, which is a common issue I have. There is virtually no scent which I really like. I have very dark circles and after using this product for a week my skin is softer and my under eye area appears brighter concealing my under eye circles - I received this product complementary in return for my honest opinion",A good product,fairLight,brown,combination,brown,2022,6,Wednesday
P439061,Glow2OH Dark Spot Toner,OLEHENRIKSEN,35.0,Skincare,Cleansers,Toners,1,4.192,182201,5313908646,5.0,1.0,0.91,2020-08-26,"I got a sample of this stuff from my rewards bazaar ..and when I finally tried it I could see a whole difference over night I had to buy the full size. if I could bathe my whole body in this ....I would. It smells so amazing and leaves my face feeling so refreshed and young! I told my mom about it and now she is also obsessed. You would be surprised the difference It truly makes in your face if you have dark or some acne scars. I would seriously recommend this product , my face seriously feels brand new!",,lightMedium,brown,combination,brown,2020,8,Wednesday
P427413,Lactic Acid 10% + HA 2% Exfoliating Serum,The Ordinary,8.9,Skincare,Treatments,Face Serums,0,4.504,295071,8805756648,4.0,1.0,,2019-07-29,if you use alot it makes your skin feel oily obviously. but i don’t mind it.,,,,,,2019,7,Monday
P6028,Gentle Buffing Cream,Caudalie,35.0,Skincare,Cleansers,Exfoliators,0,4.305,8817,1805732157,5.0,,,2011-10-14,"I really love this scrub. I have very sensitive skin, so many products cause small bumps on my face. It is difficult to test things because it takes several uses and several days after each use to be sure that I can tolerate it. This little jewel passed the test! I use it twice a week and it’s perfect.",love,fair,,dry,,2011,10,Friday
P426183,Mini Facial Treatment Essence (Pitera Essence),SK-II,99.0,Skincare,Moisturizers,Mists & Essences,0,4.081,49032,1075910664,1.0,0.0,0.5,2018-11-05,"I don’t get this product. I really want to understand because I know this is a holy grail product for many, but it does not do it for me. I have seen no change to the quality of my skin but worse is the smell. I just can’t get past the foul smell. Unfortunately this one is a hard no.",No.,lightMedium,brown,combination,brown,2018,11,Monday
P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0,Skincare,Treatments,Face Serums,0,4.244,763168,6407875302,5.0,1.0,1.0,2021-05-05,"I have had varying severity of my hormonal acne for years and have tried countless products with no real success. Let me tell you: This. Is. The. One! I’ve been using this morning and night since November and it has made such a difference in my skin. I find that I see far fewer spots (though I still will get the occasional one now and again), my skin texture has significantly improved, and a lot of my severe scarring looks much less noticeable. The truly incredible price just makes this find all the sweeter. I hope you also find as much success with this product!",a literal life changer!,light,brown,combination,blonde,2021,5,Wednesday
P461948,Super Multi-Corrective Anti-Aging Face and Neck Cream,Kiehl's Since 1851,76.0,Skincare,Moisturizers,Moisturizers,0,4.282,9733,2094773792,3.0,1.0,1.0,2021-05-13,I liked the cream but just didnt quite love it. I liked how moisturising it left my skin but I didnt care for the scent of the cream. I did see alittle fine line improvement since using the cream every night. So if you can get past the smell and very thick texture then I would say go for it. I received this product complimentary for review purposes.,Liked but Didnt Love,fairLight,blue,combination,brown,2021,5,Thursday
P423148,Precleanse Cleansing Oil,Dermalogica,49.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.544,49959,1534716429,5.0,1.0,,2021-03-26,"I love double cleansing my face starting with an oil-based cleanser. This product is great to loosen up sunscreen, make-up, and build-ups. I enjoy the scent but as mentioned by others, it might be irritating for those with sensitive skin.",,light,brown,combination,black,2021,3,Friday
P440925,Drink Up Intensive Overnight Hydrating Mask with Avocado & Swiss Glacier Water,Origins,32.0,Skincare,Masks,Face Masks,0,4.495,39378,2376784184,5.0,,,2017-07-11,"My face just sighs with relief every night when I put this on. I am not into noticing micro-changes, but I can say that I wake up with less upper lip creases and crow’s feet. My skin is a lot happier with this heavier moisturizer. I am so glad I found it- this is great for that “Holy cow, I just hit menopause and my skin looks awful all of a sudden!“ phase. Smells pleasant, too.",I love this,,,,,2017,7,Tuesday
P442858,Rose Deep Hydration Sleeping Mask,fresh,29.0,Skincare,Masks,Face Masks,0,4.459,44288,9153005364,5.0,1.0,0.5,2019-04-06,Love this mask! It has a wonderful rose scent. The gel has a nice cooling effect and the cream isn’t too thick. My skin felt so soft and hydrated the next day. I received this product complimentary for review purposes.,,light,brown,combination,brown,2019,4,Saturday
P448207,PHAT Glow Facial Mask,OLEHENRIKSEN,52.0,Skincare,Masks,Face Masks,1,4.385,49921,6571375227,5.0,1.0,,2019-08-05,I received this from Influenster and I love it! Leaves my skin feeling smooth and polished. Also smells good. the scent reminds me of the laneige lip sleeping mask :),love it!,lightMedium,brown,combination,brown,2019,8,Monday
P503936,Black Tea Anti-Aging Moisturizer with Retinol-Alternative BT Matrix,fresh,95.0,Skincare,Moisturizers,Moisturizers,0,4.843,6292,8398191087,5.0,1.0,1.0,2023-01-06,"Fresh gifted me. My skin hasn’t looked this refreshed, hydrated and overall healthy. I have been impressed with how plump my forehead lines look and I have even got compliments. You can feel how luxurious this cream is just by first touch. It has a light scent that didn’t linger at all and it soaked in nice while still leaving my skin feeling moisturized. I have already bought a back up for when this one runs out.",Magical,,hazel,combination,,2023,1,Friday
P479839,Revitalizing Supreme+ Youth Power Creme Moisturizer,Estée Lauder,98.0,Skincare,Moisturizers,Moisturizers,0,4.32,4961,23282224167,5.0,1.0,,2022-09-03,"I received this product in exchange for my honest opinion from Estée Lauder and Influenster. After using this every night for a month, I can say I absolutely love this. My face feels hydrated, plumper, smoother, and my fine lines are disappearing. Definitely recommend!",Amazing Results,fair,hazel,normal,red,2022,9,Saturday
P474936,Vinopure Oil-Control Moisturizer for Acne Prone Skin,Caudalie,38.0,Skincare,Moisturizers,Moisturizers,0,4.389,15759,12230372079,4.0,1.0,0.5,2022-06-16,"I really like this as a daily moisturizer! The only reason I didn’t give it 5 stars is because the scent is a little unique for a moisturizer... personally I think it smells like pot (nothing wrong with that, its just not exactly what I want to smell first thing in the morning) but I’d buy this product again anyway. Its not ultra hydrating but it does the job!","Unique fragrance, but so calming",light,green,dry,blonde,2022,6,Thursday
P296415,Overnight Restorative Cream,Algenist,94.0,Skincare,Moisturizers,Moisturizers,0,4.381,10578,1583861777,5.0,,1.0,2012-12-11,"Like other reviewers, I received this in a large sample size as part of a VIB promotion. Usually I’m fairly “meh“ about these samples - they are fun to try, but I usually go back to my tried and true favorites. Not the case with this sample - now I’m hooked.The first night I used this, I didn’t give it much thought. I noticed that I was looking particularly good the next morning, but it took a few more uses before I realized the connection between using this cream and having a “good face day“ the next morning (like a good hair day, but, you know.... with your face).I’m only 29, so I’m just starting to think about wrinkles, but this cream is great for all sorts of skin issues - my biggest problem is redness / ruddiness, and this makes a huge difference in how my skin looks when I wake up the next day. In fact, the only time I’ll go without foundation / concealer on is when I’ve used this product the night before, because my skin is usually blotchy.It’s got a very thick texture, and I wouldn’t say it’s “lightweight“ per se. It does leave my skin feeling a little on the oily side, but for a pre-bedtime moisturizer, it’s great.Yes, it’s very expensive (I never thought I’d be a person who would spend this much on moisturizer), but it goes a long way. My 1ml sample tub has lasted through a few months of regular usage.My results with this have been so good that I can’t wait to try out Algenist’s eye creams to see if they can work the same magic on my dark circles ...",Worth the Money,,,combination,,2012,12,Tuesday
P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Skincare,Lip Balms & Treatments,,1,4.351,1081315,5659241488,5.0,1.0,1.0,2021-03-03,Was suffering from constant dry lips and didn’t even know what to do anymore. My friend recommended this product and can’t believe I haven’t used it previously. This product makes such a difference after just one use. I apply a thin layer so I don’t wake up with any in the morning. I personally love fruity scents so this was right up my alley. Will repurchase once the jar is empty.,Exactly what you need,fair,green,dry,brunette,2021,3,Wednesday
P476513,Mini Abeille Royale Advanced Youth Watery Oil,GUERLAIN,55.0,Skincare,Mini Size,,0,4.347,6222,5330169340,5.0,1.0,,2021-08-11,"Im in love with this product , it became part of my everyday routine. Hydrate so well. I strongly recommend.",Heaven,fair,brown,dry,brown,2021,8,Wednesday
P430337,C-Rush Vitamin C Gel Moisturizer,OLEHENRIKSEN,51.0,Skincare,Moisturizers,Moisturizers,1,4.34,105730,11681722921,5.0,1.0,,2018-04-18,This brightening Gel Crème is the business!! My face had been dull before and really needed that oomph factor to really give it some life and that’s exactly what this gel did. Wonderful smell and made my skin look glowy and feel fantastically smooth. Amazing product! #OleGlow #influenster #complimentary,,fair,brown,combination,brown,2018,4,Wednesday
